codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
41680;41680;41680;INCIDENTE;BELO HORIZONTE;MG;BRASIL;****;19/06/2010;13:06:00;0
42011;42011;42011;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;19/06/2010;13:16:00;0
41655;41655;41655;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;20/06/2010;17:40:00;0
41664;41664;41664;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;21/06/2010;17:23:00;0
41684;41684;41684;INCIDENTE;BRASÍLIA;DF;BRASIL;****;21/06/2010;17:00:00;0
41840;41840;41840;INCIDENTE;SALVADOR;BA;BRASIL;****;23/06/2010;15:29:00;0
41609;41609;41609;INCIDENTE;ARACAJU;SE;BRASIL;SBAR;24/06/2010;03:36:00;0
41729;41729;41729;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;25/06/2010;13:05:00;0
41852;41852;41852;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;25/06/2010;21:30:00;0
41910;41910;41910;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;25/06/2010;11:45:00;0
41672;41672;41672;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;****;27/06/2010;12:30:00;0
41898;41898;41898;INCIDENTE GRAVE;SANTO ÂNGELO;RS;BRASIL;****;27/06/2010;17:45:00;2
41909;41909;41909;INCIDENTE;COARI;AM;BRASIL;****;27/06/2010;12:20:00;0
42009;42009;42009;INCIDENTE;CARAUARI;AM;BRASIL;****;27/06/2010;17:45:00;0
41670;41670;41670;INCIDENTE GRAVE;IPATINGA;MG;BRASIL;****;28/06/2010;12:45:00;0
41829;41829;41829;ACIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;29/06/2010;19:20:00;2
42012;42012;42012;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;30/06/2010;19:37:00;0
41913;41913;41913;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;02/07/2010;17:25:00;0
41991;41991;41991;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;02/07/2010;13:30:00;0
41749;41749;41749;ACIDENTE;RECIFE;PE;BRASIL;SBRF;04/07/2010;20:20:00;1
41902;41902;41902;INCIDENTE;BRASÍLIA;DF;BRASIL;****;04/07/2010;21:00:00;0
41832;41832;41832;INCIDENTE GRAVE;RONDONÓPOLIS;MT;BRASIL;****;05/07/2010;22:00:00;0
41845;41845;41845;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;05/07/2010;10:35:00;0
42232;42232;42232;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;05/07/2010;03:00:00;0
41914;41914;41914;INCIDENTE;MARÍLIA;SP;BRASIL;SBML;07/07/2010;18:07:00;0
41985;41985;41985;INCIDENTE;ITAJAÍ;SC;BRASIL;****;07/07/2010;16:12:00;0
41984;41984;41984;INCIDENTE;GOIÂNIA;GO;BRASIL;****;08/07/2010;15:24:00;0
42429;42429;42429;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;09/07/2010;13:44:00;0
41751;41751;41751;ACIDENTE;CAMANDUCAIA;MG;BRASIL;****;10/07/2010;18:20:00;9
41789;41789;41789;ACIDENTE;PAÇO DO LUMIAR;MA;BRASIL;****;10/07/2010;13:39:00;4
41834;41834;41834;INCIDENTE GRAVE;PONTA GROSSA;PR;BRASIL;SSZW;10/07/2010;20:35:00;5
42039;42039;42039;INCIDENTE;LINHARES;ES;BRASIL;****;10/07/2010;11:20:00;0
41837;41837;41837;INCIDENTE;OLINDA;PE;BRASIL;****;11/07/2010;11:50:00;8
41750;41750;41750;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;12/07/2010;19:53:00;3
41844;41844;41844;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;12/07/2010;11:46:00;0
41904;41904;41904;INCIDENTE;CAMPO LIMPO DE GOIÁS;GO;BRASIL;****;14/07/2010;20:00:00;0
41994;41994;41994;INCIDENTE;RONDONÓPOLIS;MT;BRASIL;SWRD;14/07/2010;21:35:00;0
41850;41850;41850;INCIDENTE GRAVE;PALMAS;TO;BRASIL;SBPJ;15/07/2010;17:00:00;1
41899;41899;41899;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;16/07/2010;23:28:00;0
41900;41900;41900;ACIDENTE;NOVO HORIZONTE;SP;BRASIL;****;16/07/2010;19:20:00;3
41916;41916;41916;ACIDENTE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;SWLV;18/07/2010;16:00:00;0
41917;41917;41917;ACIDENTE;BRASÍLIA;DF;BRASIL;SSGP;19/07/2010;18:30:00;1
41960;41960;41960;ACIDENTE;PALMAS;TO;BRASIL;****;20/07/2010;15:00:00;1
42067;42067;42067;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;20/07/2010;12:41:00;0
41973;41973;41973;INCIDENTE;BRASÍLIA;DF;BRASIL;****;21/07/2010;16:15:00;0
42068;42068;42068;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;21/07/2010;13:25:00;0
42073;42073;42073;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;21/07/2010;19:16:00;0
42614;42614;42614;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;21/07/2010;16:17:00;0
42618;42618;42618;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;21/07/2010;16:10:00;0
41976;41976;41976;INCIDENTE;RIO BRANCO;AC;BRASIL;****;23/07/2010;08:08:00;0
42001;42001;42001;ACIDENTE;BOITUVA;SP;BRASIL;SDOI;24/07/2010;18:00:00;1
42071;42071;42071;ACIDENTE;AFUÁ;PA;BRASIL;****;24/07/2010;10:15:00;6
42387;42387;42387;ACIDENTE;MATINHA;MA;BRASIL;****;24/07/2010;17:00:00;1
43091;43091;43091;ACIDENTE;JOINVILLE;SC;BRASIL;SBJV;25/07/2010;15:10:00;0
42038;42038;42038;INCIDENTE;CARUARU;PE;BRASIL;****;26/07/2010;22:30:00;0
42634;42634;42634;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;28/07/2010;10:05:00;0
42289;42289;42289;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBMT;29/07/2010;20:06:00;0
42436;42436;42436;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;29/07/2010;19:12:00;0
42367;42367;42367;INCIDENTE;NORMANDIA;RR;BRASIL;****;30/07/2010;20:00:00;0
42619;42619;42619;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;30/07/2010;09:24:00;0
42638;42638;42638;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;30/07/2010;12:30:00;0
42425;42425;42425;INCIDENTE;SÃO PEDRO DO IVAÍ;PR;BRASIL;****;31/07/2010;14:30:00;0
42506;42506;42506;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;31/07/2010;13:51:00;0
42590;42590;42590;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;01/08/2010;18:50:00;0
42286;42286;42286;INCIDENTE;CUIABÁ;MT;BRASIL;****;02/08/2010;10:00:00;0
42446;42446;42446;INCIDENTE;BAURU;SP;BRASIL;SBAE;02/08/2010;11:04:00;0
42626;42626;42626;INCIDENTE;CURITIBA;PR;BRASIL;****;02/08/2010;01:40:00;0
42449;42449;42449;ACIDENTE;SÃO FÉLIX DO XINGU;PA;BRASIL;****;03/08/2010;16:20:00;8
42443;42443;42443;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;04/08/2010;13:27:00;0
42636;42636;42636;INCIDENTE;GOIÂNIA;GO;BRASIL;****;04/08/2010;14:08:00;0
43035;43035;43035;INCIDENTE;NAVEGANTES;SC;BRASIL;****;04/08/2010;12:30:00;0
43439;43439;43439;INCIDENTE;MARINGÁ;PR;BRASIL;****;04/08/2010;17:10:00;0
42251;42251;42251;INCIDENTE GRAVE;PIRANHAS;GO;BRASIL;****;05/08/2010;17:00:00;0
42323;42323;42323;INCIDENTE GRAVE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;05/08/2010;12:01:00;0
42249;42249;42249;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;06/08/2010;23:55:00;0
42287;42287;42287;ACIDENTE;SANTARÉM;PA;BRASIL;****;06/08/2010;20:20:00;2
42292;42292;42292;INCIDENTE;CALDAS NOVAS;GO;BRASIL;****;07/08/2010;12:10:00;0
42303;42303;42303;INCIDENTE GRAVE;CALDAS NOVAS;GO;BRASIL;****;07/08/2010;20:50:00;0
42284;42284;42284;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;10/08/2010;12:30:00;0
42427;42427;42427;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;SBPA;10/08/2010;21:46:00;1
42431;42431;42431;INCIDENTE;NAVEGANTES;SC;BRASIL;****;10/08/2010;13:00:00;0
42461;42461;42461;INCIDENTE;RECIFE;PE;BRASIL;SBRF;10/08/2010;13:25:00;0
42646;42646;42646;INCIDENTE;JUIZ DE FORA;MG;BRASIL;****;10/08/2010;20:10:00;0
42713;42713;42713;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;10/08/2010;19:05:00;0
42263;42263;42263;INCIDENTE;SALVADOR;BA;BRASIL;****;11/08/2010;12:52:00;0
42250;42250;42250;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;12/08/2010;12:26:00;19
42756;42756;42756;INCIDENTE;BELO HORIZONTE;MG;BRASIL;****;12/08/2010;19:59:00;0
42565;42565;42565;ACIDENTE;GOIÂNIA;GO;BRASIL;****;13/08/2010;21:00:00;6
42433;42433;42433;INCIDENTE;MACAÉ;RJ;BRASIL;****;15/08/2010;11:00:00;0
42742;42742;42742;INCIDENTE;JUIZ DE FORA;MG;BRASIL;****;15/08/2010;15:35:00;0
42460;42460;42460;INCIDENTE;SALVADOR;BA;BRASIL;****;17/08/2010;14:12:00;0
42434;42434;42434;INCIDENTE;SÃO PAULO;SP;BRASIL;****;19/08/2010;17:00:00;0
42452;42452;42452;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;20/08/2010;13:18:00;0
42466;42466;42466;INCIDENTE;RECIFE;PE;BRASIL;SBRF;20/08/2010;14:15:00;0
42456;42456;42456;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;21/08/2010;16:35:00;0
42740;42740;42740;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;21/08/2010;13:25:00;0
43729;43729;43729;ACIDENTE;XINGUARA;PA;BRASIL;****;22/08/2010;15:30:00;0
42447;42447;42447;INCIDENTE;ARAGUAÍNA;TO;BRASIL;****;23/08/2010;19:32:00;0
42458;42458;42458;INCIDENTE;DIVINÓPOLIS;MG;BRASIL;SNDV;23/08/2010;19:30:00;0
42485;42485;42485;INCIDENTE;AREALVA;SP;BRASIL;****;23/08/2010;15:15:00;0
42486;42486;42486;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;23/08/2010;23:55:00;0
42368;42368;42368;ACIDENTE;SÃO LUÍS;MA;BRASIL;****;24/08/2010;11:00:00;0
42388;42388;42388;ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;SSKS;24/08/2010;19:40:00;1
42432;42432;42432;INCIDENTE;LONDRINA;PR;BRASIL;****;24/08/2010;20:45:00;0
42465;42465;42465;INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;24/08/2010;08:20:00;0
42386;42386;42386;ACIDENTE;VITÓRIA DA CONQUISTA;BA;BRASIL;SBQV;25/08/2010;17:40:00;3
42439;42439;42439;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;25/08/2010;02:11:00;0
42602;42602;42602;INCIDENTE;IPATINGA;MG;BRASIL;SBIP;25/08/2010;13:34:00;0
42448;42448;42448;INCIDENTE;ALTA FLORESTA;MT;BRASIL;SBAT;26/08/2010;19:00:00;0
42451;42451;42451;INCIDENTE;SÃO PAULO;SP;BRASIL;****;26/08/2010;11:05:00;0
42597;42597;42597;INCIDENTE;BRASÍLIA;DF;BRASIL;****;27/08/2010;12:01:00;0
42603;42603;42603;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;27/08/2010;13:27:00;0
42585;42585;42585;INCIDENTE;CURITIBA;PR;BRASIL;****;28/08/2010;19:55:00;0
42587;42587;42587;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;28/08/2010;15:25:00;0
42606;42606;42606;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;****;28/08/2010;18:30:00;0
43258;43258;43258;INCIDENTE;FORMOSA;GO;BRASIL;SWFR;28/08/2010;20:00:00;0
42589;42589;42589;INCIDENTE;PALMAS;TO;BRASIL;SBPJ;29/08/2010;06:20:00;0
42588;42588;42588;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;31/08/2010;22:24:00;0
42598;42598;42598;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;31/08/2010;12:35:00;0
42595;42595;42595;INCIDENTE;BRASÍLIA;DF;BRASIL;****;01/09/2010;20:10:00;0
42723;42723;42723;ACIDENTE;BOA VISTA;RR;BRASIL;SBBV;01/09/2010;13:30:00;4
42735;42735;42735;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;01/09/2010;18:35:00;0
42601;42601;42601;INCIDENTE;BRASÍLIA;DF;BRASIL;****;02/09/2010;14:23:00;0
42680;42680;42680;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;03/09/2010;22:45:00;0
42707;42707;42707;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;03/09/2010;16:14:00;0
42592;42592;42592;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;04/09/2010;13:00:00;0
42738;42738;42738;ACIDENTE;SÃO PAULO;SP;BRASIL;****;04/09/2010;18:30:00;0
42715;42715;42715;INCIDENTE;JOÃO PESSOA;PB;BRASIL;SBJP;05/09/2010;08:10:00;0
42718;42718;42718;INCIDENTE GRAVE;VERANÓPOLIS;RS;BRASIL;SSVN;08/09/2010;19:10:00;2
40823;40823;40823;INCIDENTE GRAVE;PALMAS;PR;BRASIL;SSPS;09/09/2010;18:50:00;0
42717;42717;42717;INCIDENTE;GOIÂNIA;GO;BRASIL;****;09/09/2010;19:06:00;0
43589;43589;43589;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;09/09/2010;03:26:00;0
42758;42758;42758;ACIDENTE;ITANHAÉM;SP;BRASIL;****;10/09/2010;14:45:00;1
42760;42760;42760;INCIDENTE GRAVE;PIRACICABA;SP;BRASIL;SDPW;10/09/2010;11:10:00;0
42714;42714;42714;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;****;11/09/2010;15:30:00;0
42716;42716;42716;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;11/09/2010;16:30:00;0
42868;42868;42868;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;11/09/2010;20:30:00;0
43043;43043;43043;ACIDENTE;CAMBÉ;PR;BRASIL;****;11/09/2010;21:13:00;0
43171;43171;43171;INCIDENTE;DIAMANTINA;MG;BRASIL;SNDT;12/09/2010;18:30:00;0
42757;42757;42757;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBSP;13/09/2010;19:05:00;0
42838;42838;42838;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;****;15/09/2010;20:30:00;0
42866;42866;42866;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;15/09/2010;13:09:00;0
42919;42919;42919;ACIDENTE;ITAITUBA;PA;BRASIL;****;15/09/2010;18:10:00;9
42921;42921;42921;ACIDENTE;SÃO FÉLIX DO XINGU;PA;BRASIL;****;15/09/2010;21:50:00;2
43042;43042;43042;INCIDENTE GRAVE;CARAZINHO;RS;BRASIL;SSKZ;15/09/2010;20:00:00;0
43064;43064;43064;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;15/09/2010;17:54:00;0
43061;43061;43061;INCIDENTE;BRASÍLIA;DF;BRASIL;****;16/09/2010;14:50:00;0
42880;42880;42880;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBJR;17/09/2010;13:55:00;0
42882;42882;42882;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBJR;17/09/2010;18:46:00;0
43003;43003;43003;ACIDENTE;JARDIM;MS;BRASIL;****;18/09/2010;18:30:00;0
43090;43090;43090;INCIDENTE;UBERABA;MG;BRASIL;SBUR;18/09/2010;14:57:00;0
43572;43572;43572;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;18/09/2010;18:40:00;0
43008;43008;43008;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;19/09/2010;17:30:00;0
43044;43044;43044;ACIDENTE;BLUMENAU;SC;BRASIL;****;19/09/2010;12:50:00;0
43002;43002;43002;INCIDENTE;VITÓRIA;ES;BRASIL;****;20/09/2010;14:30:00;0
43086;43086;43086;INCIDENTE;BAYEUX;PB;BRASIL;****;20/09/2010;23:00:00;0
42865;42865;42865;INCIDENTE;POUSO ALEGRE;MG;BRASIL;****;21/09/2010;18:20:00;0
43063;43063;43063;ACIDENTE;ALTO ALEGRE;RR;BRASIL;****;21/09/2010;17:10:00;2
43065;43065;43065;INCIDENTE;BELO HORIZONTE;MG;BRASIL;****;21/09/2010;13:50:00;0
42999;42999;42999;INCIDENTE GRAVE;SÃO LUÍS;MA;BRASIL;SBSL;22/09/2010;21:38:00;0
42987;42987;42987;INCIDENTE;PALMAS;TO;BRASIL;SBPJ;23/09/2010;04:36:00;0
42994;42994;42994;INCIDENTE;CUIABÁ;MT;BRASIL;****;23/09/2010;17:30:00;0
42883;42883;42883;INCIDENTE;MANAUS;AM;BRASIL;****;24/09/2010;10:40:00;0
42986;42986;42986;INCIDENTE;PALMAS;TO;BRASIL;SBPJ;24/09/2010;20:11:00;0
42997;42997;42997;ACIDENTE;BELÉM;PA;BRASIL;SBJC;24/09/2010;18:10:00;6
43027;43027;43027;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;SBPA;24/09/2010;20:59:00;2
42991;42991;42991;INCIDENTE;CUIABÁ;MT;BRASIL;****;25/09/2010;21:10:00;0
43062;43062;43062;ACIDENTE;NOVO GAMA;GO;BRASIL;****;25/09/2010;16:30:00;1
42989;42989;42989;INCIDENTE;TERESINA;PI;BRASIL;SBTE;26/09/2010;08:01:00;0
42990;42990;42990;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;26/09/2010;22:32:00;0
42988;42988;42988;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;27/09/2010;19:50:00;0
43132;43132;43132;INCIDENTE;MACAÉ;RJ;BRASIL;****;27/09/2010;16:53:00;0
43005;43005;43005;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;28/09/2010;14:45:00;0
43015;43015;43015;INCIDENTE;RONDONÓPOLIS;MT;BRASIL;****;28/09/2010;10:15:00;0
43260;43260;43260;INCIDENTE;CALDAS NOVAS;GO;BRASIL;****;28/09/2010;18:30:00;0
42984;42984;42984;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;29/09/2010;15:30:00;0
43007;43007;43007;INCIDENTE;CONFINS;MG;BRASIL;SBCF;29/09/2010;03:43:00;0
43019;43019;43019;INCIDENTE;RONDONÓPOLIS;MT;BRASIL;****;29/09/2010;11:30:00;0
43155;43155;43155;INCIDENTE;LONDRINA;PR;BRASIL;****;29/09/2010;19:01:00;0
42983;42983;42983;ACIDENTE;IMPERATRIZ;MA;BRASIL;****;30/09/2010;11:37:00;2
43023;43023;43023;INCIDENTE GRAVE;ÓBIDOS;PA;BRASIL;****;30/09/2010;11:30:00;0
42980;42980;42980;ACIDENTE;SÃO PAULO;SP;BRASIL;SBSP;01/10/2010;14:45:00;0
43021;43021;43021;ACIDENTE;SÃO BORJA;RS;BRASIL;****;01/10/2010;11:30:00;0
43256;43256;43256;ACIDENTE;RECIFE;PE;BRASIL;****;01/10/2010;20:20:00;1
42960;42960;42960;INCIDENTE GRAVE;BELÉM;PA;BRASIL;SBJC;04/10/2010;16:42:00;0
42981;42981;42981;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;04/10/2010;23:00:00;0
43578;43578;43578;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;04/10/2010;12:30:00;0
43685;43685;43685;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;04/10/2010;13:30:00;0
43022;43022;43022;INCIDENTE;BEBEDOURO;SP;BRASIL;****;05/10/2010;16:00:00;0
43026;43026;43026;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;05/10/2010;19:30:00;0
43030;43030;43030;INCIDENTE;GUARULHOS;SP;BRASIL;****;05/10/2010;23:45:00;0
43033;43033;43033;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;05/10/2010;21:46:00;0
43070;43070;43070;ACIDENTE;LUÍS EDUARDO MAGALHÃES;BA;BRASIL;*****;05/10/2010;13:30:00;0
43157;43157;43157;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/10/2010;00:25:00;0
43067;43067;43067;INCIDENTE;BAURU;SP;BRASIL;SBBU;07/10/2010;20:00:00;0
43085;43085;43085;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;07/10/2010;10:27:00;0
43089;43089;43089;ACIDENTE;COROMANDEL;MG;BRASIL;SNXT;07/10/2010;14:00:00;0
43082;43082;43082;INCIDENTE;MACAÉ;RJ;BRASIL;****;10/10/2010;12:20:00;0
43156;43156;43156;INCIDENTE;LONDRINA;PR;BRASIL;****;11/10/2010;13:40:00;0
43153;43153;43153;ACIDENTE;MACAÉ;RJ;BRASIL;****;12/10/2010;19:30:00;0
43619;43619;43619;INCIDENTE;JOÃO PESSOA;PB;BRASIL;SBJP;13/10/2010;14:55:00;0
43083;43083;43083;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;14/10/2010;13:07:00;0
43158;43158;43158;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;14/10/2010;20:36:00;0
43095;43095;43095;ACIDENTE;DIVINÓPOLIS;MG;BRASIL;****;16/10/2010;12:00:00;0
43093;43093;43093;INCIDENTE;LONDRINA;PR;BRASIL;****;17/10/2010;18:30:00;0
43094;43094;43094;INCIDENTE;AMERICANA;SP;BRASIL;****;17/10/2010;15:05:00;0
43259;43259;43259;INCIDENTE;MANAUS;AM;BRASIL;****;18/10/2010;21:45:00;0
43257;43257;43257;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;19/10/2010;02:40:00;0
43449;43449;43449;ACIDENTE;CAMPO LARGO;PR;BRASIL;SSCF;19/10/2010;15:40:00;2
43684;43684;43684;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SSIE;21/10/2010;09:45:00;0
43318;43318;43318;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;22/10/2010;20:10:00;0
43581;43581;43581;INCIDENTE;MONTES CLAROS;MG;BRASIL;SBMK;22/10/2010;13:50:00;0
43700;43700;43700;INCIDENTE;GOIÂNIA;GO;BRASIL;****;22/10/2010;11:00:00;0
43390;43390;43390;ACIDENTE;PRADO;BA;BRASIL;****;23/10/2010;16:10:00;2
43524;43524;43524;ACIDENTE;BOM JESUS DO AMPARO;MG;BRASIL;****;23/10/2010;03:00:00;0
43699;43699;43699;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;23/10/2010;17:43:00;0
43697;43697;43697;INCIDENTE;ITANHAÉM;SP;BRASIL;****;24/10/2010;14:40:00;0
43692;43692;43692;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;25/10/2010;15:20:00;0
43457;43457;43457;INCIDENTE;SOROCABA;SP;BRASIL;****;27/10/2010;17:30:00;0
43333;43333;43333;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;28/10/2010;16:10:00;0
43459;43459;43459;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBMT;28/10/2010;18:35:00;0
43335;43335;43335;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;30/10/2010;13:05:00;0
43467;43467;43467;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;30/10/2010;21:49:00;0
43671;43671;43671;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;30/10/2010;14:20:00;0
43680;43680;43680;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;30/10/2010;10:25:00;0
43393;43393;43393;ACIDENTE;ORIXIMINÁ;PA;BRASIL;****;31/10/2010;16:35:00;2
43407;43407;43407;INCIDENTE;CONFINS;MG;BRASIL;SBCF;01/11/2010;03:00:00;0
43480;43480;43480;ACIDENTE;PRIMAVERA;PE;BRASIL;****;03/11/2010;10:00:00;0
43450;43450;43450;ACIDENTE;SÃO PAULO;SP;BRASIL;SBMT;04/11/2010;10:55:00;6
43365;43365;43365;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;05/11/2010;09:06:00;0
43392;43392;43392;ACIDENTE;SÃO FÉLIX DO XINGU;PA;BRASIL;****;05/11/2010;13:00:00;0
43451;43451;43451;ACIDENTE;ARARAQUARA;SP;BRASIL;SBAQ;05/11/2010;22:36:00;0
43329;43329;43329;INCIDENTE;IMPERATRIZ;MA;BRASIL;SBIZ;07/11/2010;19:30:00;0
43261;43261;43261;INCIDENTE;SÃO PAULO;SP;BRASIL;****;08/11/2010;14:30:00;0
43290;43290;43290;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;08/11/2010;18:05:00;0
45168;45168;45168;ACIDENTE;PORTO MURTINHO;MS;BRASIL;****;08/11/2010;18:25:00;0
43389;43389;43389;ACIDENTE;ANDARAÍ;BA;BRASIL;****;09/11/2010;18:30:00;1
43503;43503;43503;ACIDENTE;JOAÇABA;SC;BRASIL;****;09/11/2010;13:25:00;0
43678;43678;43678;INCIDENTE;MANAUS;AM;BRASIL;****;10/11/2010;03:00:00;0
43403;43403;43403;ACIDENTE;ARAÇATUBA;SP;BRASIL;****;13/11/2010;23:30:00;0
43794;43794;43794;ACIDENTE;CAMPO LARGO;PR;BRASIL;****;13/11/2010;18:00:00;0
43446;43446;43446;ACIDENTE;URUGUAIANA;RS;BRASIL;****;14/11/2010;11:30:00;2
43447;43447;43447;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;****;14/11/2010;09:45:00;0
43620;43620;43620;INCIDENTE;BELÉM;PA;BRASIL;****;14/11/2010;08:30:00;0
43404;43404;43404;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;15/11/2010;17:30:00;9
43262;43262;43262;ACIDENTE;IVATÉ;PR;BRASIL;****;16/11/2010;09:30:00;7
43405;43405;43405;INCIDENTE;SÃO PAULO;SP;BRASIL;****;16/11/2010;13:20:00;0
43406;43406;43406;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;17/11/2010;20:30:00;0
43266;43266;43266;ACIDENTE;TAPURAH;MT;BRASIL;****;18/11/2010;18:00:00;2
43268;43268;43268;ACIDENTE;SORRISO;MT;BRASIL;****;18/11/2010;18:00:00;0
43282;43282;43282;INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;SBCG;18/11/2010;23:08:00;0
43793;43793;43793;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;18/11/2010;05:35:00;0
43790;43790;43790;INCIDENTE;BELÉM;PA;BRASIL;****;19/11/2010;15:56:00;0
